name	lat	lon	language
Erstakho	42.736111	45.396389	Chechen
Erstakhoy	42.736111	45.396389	Chechen
Manaskent	42.7367	47.6958	Kumyk
Obuzalaul	42.736781	46.064346	Chechen
Nakhorusty	42.736884	45.242665	Chechen
Cinchemekhi	42.737644	45.227823	Chechen
Charydy	42.738027	45.904195	Chechen
Kakhabroso	42.73896	46.704697	Avar
Paraul	42.7394	47.3592	Kumyk
Kizhani	42.74031	46.364775	Avar
Tsundi	42.740996	46.436577	Avar
Baskho	42.741171	45.547363	Chechen
Benesty	42.741458	45.221111	Chechen
Tsibilta	42.74322	46.24311	Andi
Khildekharoy	42.748333	45.667778	Chechen
Terta	42.74854	45.19644	Chechen
Kunzakh	42.74884	46.66488	Avar
Makazhoy	42.749168	46.064999	Chechen
Kokadoy	42.749722	45.583889	Chechen
El'deporoy	42.75036	45.3921	Chechen
Khoy	42.750984	46.127223	Chechen
Alikhanaul	42.751391	46.050726	Chechen
Charakhaul	42.751768	46.05799	Chechen
Adanak	42.7522	47.4586	Kumyk
Meshi	42.752222	45.178611	Chechen
Bugaroy	42.754722	45.616667	Chechen
Buglen	42.7553	47.1989	Kumyk
Ari-aul	42.755433	46.027349	Chechen
Shabdukh	42.75612	46.42139	Avar
Senakhoy	42.757193	45.410183	Chechen
Gimry	42.757219	46.838739	Avar
Nokhchi-keloy	42.757485	45.93201	Chechen
Manasaul	42.7575	47.0397	Avar
Bavloy	42.7575	45.450833	Chechen
Bauloy	42.7575	45.450833	Chechen
Kezenoy	42.758113	46.120906	Chechen
Zumsoy	42.758333	45.640278	Chechen
Tukhoy	42.759357	45.436405	Chechen
Konzhukhoy	42.76104	45.591216	Chechen
Dzhelashkhoy	42.762717	45.401728	Chechen
Kenakho	42.763056	45.357778	Chechen
Tantari	42.76371	46.64888	Avar
Dzheloshka	42.764119	46.062327	Chechen
Nizhnee Kazanische	42.7644	47.1611	Kumyk
Ezikho	42.766389	45.503611	Chechen
Agachkala	42.76698	47.07599	Kumyk
Kuloy	42.767584	45.956857	Chechen
Ashali	42.76963	46.30878	Andi
Zelenomorskoe	42.77004	47.68884	Dargwa
Oshni	42.770556	45.378333	Chechen
Idakh	42.771111	45.448333	Chechen
Day	42.771944	45.854722	Chechen
Ashil'ta	42.772446	46.728853	Avar
Ingishi	42.77477	46.54264	Avar
Bosoy	42.776391	45.902043	Chechen
Ushkaloy	42.777778	45.611389	Chechen
Celtakumoy	42.780514	45.459004	Chechen
Chubakh-keneroy	42.781034	45.915814	Chechen
Novo-Argvani	42.78174	46.60445	Avar
Rikvani	42.782304	46.319372	Andi
Geshi	42.783688	45.317959	Chechen
Chirkata	42.783992	46.716609	Avar
Mockaroy	42.78464	45.38695	Chechen
Achaloy	42.784786	45.971356	Chechen
Andi	42.7856	46.2639	Andi
Pyetyeaul	42.7862	46.006488	Chechen
Tushikaul	42.789305	46.018159	Chechen
Gunkha	42.78968	46.28275	Andi
Shoani	42.791174	44.779613	Ingush
Gemoroy	42.791802	45.30704	Chechen
Meshteroy	42.791802	45.30704	Chechen
Gukhoy	42.791944	45.55	Chechen
Chokhoy	42.79528	45.47041	Chechen
Mamonaul	42.795508	46.018485	Chechen
Sanoy	42.796389	45.791111	Chechen
Guchum-kali	42.796944	45.63	Chechen
Mekhel'ta	42.798277	46.497361	Avar
Bekeyaul	42.798395	45.975564	Chechen
Ol'geti	42.799632	44.756996	Ingush
Nizhniy kiy	42.8	45.266667	Chechen
Gagatli	42.800361	46.292645	Andi
Old Siukh	42.80278	46.43694	Karata
Staryy Sivukh	42.80278	46.43694	Avar
Otta	42.80278	45.38437	Chechen
Chureymokhk	42.805749	45.950235	Chechen
Bashin-kali	42.805843	45.619154	Chechen
Erpeli	42.806119	46.973557	Kumyk
Gadari	42.807303	46.621237	Avar
Arapoaul	42.807979	45.971635	Chechen
Verkhniy kiy	42.808056	45.2475	Chechen
Lyazhgi	42.808416	44.732786	Ingush
Verkhniy-bara	42.809444	45.42	Chechen
Tarsenaul	42.810232	46.031935	Chechen
Guli	42.810771	44.798552	Ingush
Targim	42.810924	44.938931	Ingush
Kurakhi	42.811878	45.300976	Chechen
Armkhi	42.81195	44.7075	Ingush
Sharo-argun	42.812222	45.818056	Chechen
Tsilitl'	42.8125	46.4156	Avar
Argvani	42.8128	46.5792	Avar
Nezheloy	42.813029	45.905298	Chechen
Bushni	42.81474	45.3854	Chechen
Mulkoy	42.815278	45.534167	Chechen
Baginaul	42.816586	45.926653	Chechen
Bakinaul	42.818714	45.930168	Chechen
Pariaul	42.821457	46.024116	Chechen
Dzheyrakh	42.821997	44.679701	Ingush
Nikaroy	42.822218	45.366323	Chechen
Keymekhki	42.8225	45.224167	Chechen
Pyaling	42.822778	44.986389	Ingush
Bogacheroy	42.824533	45.86431	Chechen
Verkhniy Karanay	42.8281	46.9072	Avar
Erdychi	42.830556	45.190278	Chechen
Tumsoy	42.833333	45.63	Chechen
Gaziaul	42.833774	45.936593	Chechen
Musolt-aul	42.833849	45.772461	Chechen
Dzhubikaul	42.834107	45.924044	Chechen
Beyni	42.834193	44.717048	Ingush
Egikkhal	42.835294	44.923332	Ingush
Dekh-yiste	42.835555	45.731973	Chechen
Kafyr-Kumukh	42.83754	47.15412	Kumyk
Ochaki	42.838889	45.322222	Chechen
Khal-kiloy	42.838889	45.818056	Chechen
Kozhvinchu	42.840278	45.223611	Chechen
Nikhaloy	42.840278	45.662778	Chechen
Satti	42.840278	45.706111	Chechen
Khakhalgi	42.840278	45.155556	Chechen
Aslanbek-sheripovo	42.841637	45.754997	Chechen
Muskali	42.841914	45.736043	Chechen
Urdyukhoy	42.842357	45.702284	Chechen
Borzoy	42.8425	45.628056	Chechen
Danukh	42.84282	46.6275	Chechen
Khalimbekaul	42.8447	47.1406	Kumyk
Vyardy	42.845041	45.690766	Chechen
Zengali	42.845833	45.272222	Chechen
Nizhnie Ishkarty	42.84698	46.97147	Kumyk
Khay-khecaguni	42.847034	45.900792	Chechen
Nizhniy Karanay	42.84729	46.940488	Avar
Bicy	42.847648	45.277371	Chechen
Kerety	42.84784	45.28642	Chechen
Verkhnie Ishkarty	42.84907	46.95309	Kumyk
Ryadukhoy	42.850278	45.649444	Chechen
Yukerch-keloy	42.851387	45.734965	Chechen
Leshkoroy	42.8525	45.876389	Chechen
Peshkhoy	42.853158	45.480087	Chechen
Gorgachi	42.855068	45.666837	Chechen
Gush-kert	42.85526	45.685567	Chechen
Pamyatoy	42.856111	45.693889	Chechen
Akka	42.856944	45.240278	Chechen
Chuush	42.85702	45.3187	Chechen
Vovga	42.857222	45.238333	Chechen
Bekum-kale	42.857429	45.714459	Chechen
Machi	42.86143	45.30445	Chechen
Chikondi-pade	42.86193	45.26158	Chechen
Khiloy	42.862804	45.41693	Chechen
Artlukh	42.8631	46.6683	Avar
Ami	42.869444	45.305556	Chechen
Vysokogornoe	42.871377	45.617187	Chechen
Shatoy	42.871667	45.699167	Chechen
Kirbit	42.87523	45.31163	Chechen
Irzitkale	42.8764	45.25482	Chechen
Khaybakh	42.877222	45.357778	Chechen
Khakkoy	42.881667	45.674722	Chechen
Ityrkale	42.88168	45.25964	Chechen
Kirbichu	42.88328	45.32175	Chechen
Galanchozh	42.883333	45.3	Chechen
Mocaroy	42.889705	45.370211	Chechen
Syuzhi	42.890278	45.639722	Chechen
Charmakhoy	42.891111	45.390833	Chechen
Takalay	42.89677	47.1644	Kumyk
Keychu	42.898333	45.443333	Chechen
Amki	42.898611	45.2875	Chechen
Novyy Khushet	42.900261	47.561244	Avar
Bol'shie varandy	42.901111	45.684167	Chechen
Kharachoy	42.904167	46.138611	Chechen
Tol'	42.911111	45.284722	Chechen
Kharsenoy	42.914167	45.549722	Chechen
Imanaliroso	42.91429	46.76761	Avar
Mushechu	42.914444	45.408889	Chechen
Basary yalkhora	42.915278	45.277778	Chechen
Yalkhoroy	42.916667	45.283333	Chechen
Kel-baza	42.922338	45.455311	Chechen
Agachaul	42.92306	47.46064	Kumyk
Akhsu	42.92342	46.694116	Avar
Duc-khutor	42.928047	45.850196	Chechen
Khoch-koch	42.92909	45.42358	Chechen
Dzhenchu	42.929167	45.305556	Chechen
Kel'-aul	42.936872	45.871524	Chechen
Malyy kharsenoy	42.939051	45.5161	Chechen
Yakhkachara	42.939444	45.430556	Chechen
Sakilinzhili	42.94052	45.39714	Chechen
Zarkha	42.940751	45.42166	Chechen
Sel'mentauzen	42.940833	45.863056	Chechen
Tarki	42.94423	47.49527	Kumyk
Lem-korc	42.946425	46.313219	Chechen
Benoy-vedeno	42.9475	46.280833	Chechen
Zony	42.948333	45.722222	Chechen
Dyshne-vedeno	42.951389	46.134722	Chechen
Nizhniy azhgechu	42.952566	45.402498	Chechen
Gurchu	42.955419	45.313221	Chechen
Neftyanka	42.956646	46.085505	Chechen
Vedeno	42.956944	46.110278	Chechen
yokka-yerbala	42.96084	45.26747	Chechen
Verkhniy azhgechu	42.9625	45.385776	Chechen
Chirkey	42.9633	46.9767	Avar
Eshilkhatoy	42.963561	46.053813	Chechen
Makhkety	42.963611	45.906389	Chechen
Magusty	42.964722	45.380556	Chechen
Bonchu-diga	42.96511	45.33223	Chechen
Alkun	42.967123	45.022044	Ingush
Kyakhulay	42.96839	47.48301	Avar
Alkhan-khutor	42.969722	46.351667	Chechen
Zhima-yerbala	42.97189	45.25772	Chechen
Elistanzhi	42.9725	46.017222	Chechen
Al'burikent	42.97389	47.47111	Avar
Tevzana	42.975278	45.911111	Chechen
Oktyabr'skoe	42.980278	46.080833	Chechen
Khattuni	42.980278	45.936944	Chechen
Belgatoy	42.980833	46.213056	Chechen
Tazen-kala	42.980989	46.182928	Chechen
Bulgat-irzu	42.981873	46.372068	Chechen
Pachu	42.983333	46.316667	Chechen
Almak	42.985693	46.580315	Avar
Kechnyukhi	42.986147	45.273358	Chechen
Osi-yurt	42.986703	46.299984	Chechen
Ulus-kert	42.988056	45.76	Chechen
Semender	42.98833	47.40361	Avar
Burtunay	42.992004	46.630332	Avar
Sterch-kerch	42.992102	46.344103	Chechen
Gertma	42.996711	46.74415	Avar
Yaryshmardy	42.996944	45.711667	Chechen
Dengi-yurt	42.997483	46.296816	Chechen
Ersenoy	42.9975	46.146389	Chechen
Gurzhi-mokhk	43.00056	46.33806	Chechen
Ozhi-yurt	43.001515	46.316986	Chechen
Dachu-borzoy	43.009167	45.726389	Chechen
Simsir	43.009444	46.465833	Chechen
Chishki	43.010278	45.705833	Chechen
Verkhnee ca-vedeno	43.010956	46.061483	Chechen
Verkhnie kurchali	43.011249	46.194426	Chechen
Datta	43.011389	46.398333	Chechen
Agishbatoy	43.012222	46.108056	Chechen
Srednie kurchali	43.014986	46.186189	Chechen
Mesedoy	43.01556	46.127196	Chechen
Ca-vedeno	43.018333	46.052778	Chechen
Dts «chishki»	43.019082	45.71085	Chechen
Baytarki	43.02	46.475556	Chechen
Dubki	43.02116	46.83746	Avar
Agishty	43.021667	45.891389	Chechen
Gendergen	43.021944	46.334722	Chechen
Korkmaskala	43.0225	47.2883	Kumyk
Chechel'-khi	43.027549	46.429399	Chechen
Nizhnie kurchali	43.02774	46.16736	Chechen
Muzhichi	43.02805	44.995741	Ingush
Zandak-ara	43.028604	46.352359	Chechen
Dattykh	43.030344	45.09973	Ingush
Verkhatoy	43.030871	46.02981	Chechen
Guni	43.0311	46.6992	Avar
Akaytala	43.03176	46.92583	Avar
Shamkhal-Termen	43.03389	47.31053	Avar
Engenoy	43.0375	46.284444	Chechen
Tatay-khutor	43.038611	46.485556	Chechen
Sherdy-mokhk	43.03978	46.156553	Chechen
Duba-yurt	43.040278	45.730278	Chechen
Ekibulak	43.04196	47.07152	Kumyk
Gordali	43.042119	46.226801	Chechen
Pionerskoe	43.042469	45.708575	Chechen
Bas-gordali	43.044439	46.213426	Chechen
Lakha-varandy	43.044444	45.708889	Chechen
Khubar	43.0514	46.7547	Avar
Tyube	43.051429	47.286806	Avar
Khochi-ara	43.051831	46.320541	Chechen
Gezinchu	43.052957	46.171268	Chechen
Mekhkeshty	43.055158	46.394023	Chechen
Bil'ty	43.056106	46.347876	Chechen
Goy-chu	43.056111	45.608611	Chechen
Shamkhal	43.056632	47.344526	Avar
Guni	43.056667	46.106111	Chechen
Zandak	43.058333	46.455833	Chechen
Dzhankhoy-khutor	43.061111	46.136389	Chechen
Sayasan	43.061111	46.290833	Chechen
Alkhazurovo	43.062222	45.654722	Chechen
Benoy	43.063611	46.014167	Chechen
Khashki-mokhk	43.064966	46.19528	Chechen
Martan-chu	43.068056	45.555278	Chechen
Dylym	43.0703	46.6386	Avar
Tangi-chu	43.071667	45.511667	Chechen
Gostala	43.07334	46.6925	Avar
Rogun-kazha	43.074444	46.348611	Chechen
Enikali	43.074444	46.1525	Chechen
Isay-yurt	43.07445	46.275598	Chechen
Ishkhoy-khutor	43.077261	46.358045	Chechen
Gilyany	43.078889	46.48	Chechen
Achereshki	43.080475	46.136395	Chechen
Malye shuani	43.080556	46.222778	Chechen
Church-irzu	43.081259	46.396071	Chechen
Miatli	43.08173	46.8286	Avar
Sovragi	43.085328	46.334168	Chechen
Marzoy-mokhk	43.086401	46.101729	Chechen
Goyskoe	43.086667	45.600278	Chechen
Roshni-chu	43.088889	45.4575	Chechen
Koren-benoy	43.089976	46.146151	Chechen
Ayti-mokhk	43.090278	46.346944	Chechen
Shalazhi	43.092778	45.359722	Chechen
Turty-khutor	43.093333	46.27	Chechen
Gekhi-chu	43.094444	45.412222	Chechen
Regita	43.095556	46.124722	Chechen
Galashki	43.095888	44.98533	Ingush
Inchkha	43.0964	46.7675	Avar
Almalo	43.0967	47.2253	Avar
Nozhay-yurt	43.097222	46.379167	Chechen
Starye atagi	43.1	45.738583	Chechen
Bel'ty	43.10407	46.168959	Chechen
Dakhadaevka	43.1069	47.44029	Kumyk
Yalkhoy-mokhk	43.107778	46.189722	Chechen
Serzhen'-yurt	43.109722	45.974167	Chechen
Khidi-khutor	43.11	46.146944	Chechen
Chapaevo	43.11009	46.4862	Lak
Devlatbi-hutor	43.110833	46.3	Chechen
Dzhaglargi	43.111389	46.109167	Chechen
Shovkhal-berdy	43.1125	46.319444	Chechen
Uchkent	43.1136	47.0794	Avar
Betti-mokhk	43.11527	46.33604	Chechen
Niki-khita	43.115634	46.069614	Chechen
Novolakskoe	43.1169	46.4839	Chechen
Usum-khutor	43.117337	46.16837	Chechen
Bogatyrevka	43.118523	47.368198	Avar
Dilchu (kutan)	43.118718	47.464063	Lak
Balansu	43.120833	46.387778	Chechen
Gansolchu	43.124492	46.2406	Chechen
Beshil-irzu	43.124972	46.304227	Chechen
Temirgoe	43.127436	47.136434	Avar
Novye atagi	43.127778	45.791111	Chechen
Yandi	43.128056	45.328889	Chechen
Urus-martan	43.129167	45.541667	Chechen
Duchi	43.129826	47.460438	Chechen
Akhkinchu-borzoy	43.13	46.195833	Chechen
Staryy achkhoy	43.130556	45.2975	Chechen
Novyy zamay-yurt	43.134106	46.358098	Chechen
Yamansu (Shushiya)	43.13546	46.425114	Chechen
Banayyurt (Akhar)	43.1375	46.4225	Chechen
Arshty	43.139052	45.129402	Ingush
Shali	43.14	45.903889	Chechen
Sogunty	43.141111	46.343889	Chechen
Ali-yurt	43.141775	44.85396	Ingush
Zamay-yurt	43.150833	46.378889	Chechen
Gel'bakh (V. Chiryurt)	43.15101	46.85751	Avar
Bamut	43.1575	45.199722	Chechen
Dzhigurty	43.16	46.176667	Chechen
Avtury	43.160556	46.013889	Chechen
Gekhi	43.161389	45.471111	Chechen
Meskety	43.161389	46.357778	Chechen
Novyy Chirkey	43.1617	47.0567	Avar
Charavali	43.16188	46.50747	Chechen
Goyty	43.164167	45.622222	Chechen
Novokuli	43.1656	46.5211	Lak
Magas	43.166667	44.816667	Ingush
Bavtugay	43.16808	46.83415	Avar
Kul'zeb	43.1686	47.0108	Avar
Katyr-yurt	43.168611	45.368056	Chechen
Nizhniy Chiryurt	43.17299	46.86328	Avar
Galayty	43.174167	46.388056	Chechen
Staryy Bavtugay	43.17479	46.83946	Avar
Valerik	43.176389	45.404167	Chechen
Chemul'ga	43.178142	45.124479	Ingush
Alkhasty	43.181337	44.993549	Ingush
Endirey	43.182964	46.662014	Kumyk
Surkhakhi	43.183333	44.9	Ingush
Khachta	43.18498	47.07371	Avar
Stal'skoe	43.1878	46.9731	Avar
Germenchuk	43.188889	45.924444	Chechen
Achkhoy-martan	43.189167	45.284722	Chechen
Novye Gadari	43.19425	46.76904	Avar
Komsomol'skoe	43.1956	46.8964	Avar
Zubutli-Miatli (TsIobok'-Miyak'o)	43.1978	46.8122	Avar
Ekazhevo	43.2	44.816667	Ingush
Shushanovka	43.20156	46.98195	Avar
Kizilyurt	43.20182	46.87756	Avar
Chechen-aul	43.203333	45.783333	Chechen
Mayrtup	43.204167	46.131944	Chechen
Kurchaloy	43.204444	46.087778	Chechen
Albaniya (Tonokh-Kuli)	43.2056	46.6933	Avar
Toturbiykala	43.2056	46.6933	Kumyk
Arkida	43.20583	47.0625	Avar
Gamiyakh	43.2075	46.4886	Avar
Novyy Sulak	43.21068	46.81809	Avar
Novochurtakh	43.2131	46.5436	Avar
Alleroy	43.213889	46.289722	Chechen
Geldagana	43.215278	46.040278	Chechen
Ishkhoy-yurt	43.215833	46.391111	Chechen
Bachi-yurt	43.216389	46.193889	Chechen
Nazran'	43.216667	44.766667	Ingush
Berd-yurt	43.219063	45.110379	Ingush
Tukhchar	43.2192	46.4139	Avar
Sultan-Yangiyurt	43.21961	46.86187	Avar
Shaami-yurt	43.22	45.386389	Chechen
Centaroy	43.221944	46.245833	Chechen
Goksuv	43.2222	46.82137	Avar
Kantyshevo	43.226647	44.637807	Ingush
Gikalo	43.229167	45.733611	Chechen
Dolakovo	43.23	44.591667	Ingush
Karlanyurt	43.2303	46.6447	Avar
Alkhan-yurt	43.230833	45.565556	Chechen
Khambi-irzi	43.234167	45.451667	Chechen
Nesterovskaya	43.235556	45.049167	Ingush
Kirovaul	43.2361	46.8469	Avar
Kokrek	43.23639	46.72665	Avar
Kulary	43.238333	45.500278	Chechen
Coci-yurt	43.238333	46.000556	Chechen
Krasnopartizanskiy	43.243264	45.546768	Chechen
Khasavyurt	43.246769	46.58939	Chechen
Gerzel'-aul	43.249167	46.3975	Chechen
Novomekhel'ta	43.249918	46.54397	Avar
Mesker-yurt	43.251389	45.909444	Chechen
Tsiyab-Tsoloda (Gerzel'-Kutan)	43.251968	46.413657	Avar
Koshkel'dy	43.253056	46.349167	Chechen
Petrakovskoe	43.25332	46.6321	Avar
Temiraul	43.2539	46.8272	Kumyk
Novyy sharoy	43.254444	45.277778	Chechen
Prigorodnoe	43.254444	45.756944	Chechen
Verkhniy noyber	43.255556	46.283056	Chechen
Bayram	43.25691	46.6513	Avar
Gazi-yurt	43.260278	44.841389	Ingush
Alkhan-kala	43.260556	45.535278	Chechen
Mogilyovskoe	43.26106	46.62714	Avar
Barsuki	43.261289	44.810823	Ingush
Zakan-yurt	43.263611	45.419167	Chechen
Nizhniy noybera	43.266667	46.278889	Chechen
Yandare	43.269167	44.908611	Ingush
Nechaevka	43.2703	46.9131	Chamalal
Davydenko	43.271389	45.26	Chechen
Komsomol'skoe	43.271389	45.825556	Chechen
Matseevka	43.27151	46.98244	Chamalal
Bammatbekyurt	43.27167	46.61972	Chechen
Mutsalaul	43.2719	46.7311	Avar
Khamavyurt	43.2722	46.4286	Chechen
Solnechnoe	43.2761	46.5069	Chechen
Ilaskhan-yurt	43.278889	46.098333	Chechen
Plievo	43.28043	44.838204	Ingush
Bil'toy-yurt	43.2825	46.295278	Chechen
Akhtini	43.28282	47.02641	Avar
Nuradilovo	43.284357	46.4645	Chechen
Gordali-yurt	43.285278	46.315833	Chechen
Adzhidada	43.2861	47.0731	Avar
Pokrovskoe	43.2886	46.6658	Chechen
Samashki	43.292222	45.303889	Chechen
Genzheaul	43.2934	46.75729	Chechen
Argun	43.294444	45.883889	Chechen
Bayramaul	43.296175	46.730134	Chechen
Shamkhal-Yangi-Yurt	43.29968	47.23072	Kumyk
Karabulak	43.3	44.9	Ingush
Primykanie	43.302662	45.823233	Chechen
Centora-yurt	43.302778	45.828056	Chechen
Chontaul	43.30481	46.85967	Avar
Laklakyurt	43.30534	46.80168	Kumyk
Osmanyurt	43.3056	46.5308	Chechen
Troickaya	43.305922	44.987378	Ingush
Batashyurt	43.3069	46.5108	Kumyk
Novyy yengenoy	43.308333	46.026111	Chechen
Boragangechuv	43.30852	46.43596	Chechen
Arada	43.30962	47.15059	Avar
Melchkhi	43.310035	46.18759	Chechen
Simsir	43.31315	46.54329	Chechen
Kadi-yurt	43.313889	46.311944	Chechen
Batayurt	43.315233	46.680623	Kumyk
Groznyy	43.316667	45.7	Chechen
Samilakh	43.31816	47.06008	Avar
Dzhalka	43.318889	45.993611	Chechen
Berkat-yurt	43.323611	45.829722	Chechen
Umashaul	43.32606	46.69719	Avar
Engel'-yurt	43.326944	46.353889	Chechen
Shuani	43.335556	46.193889	Chechen
Novyy Kostek	43.3356	46.8281	Dargwa
Kostek	43.3411	46.8536	Kumyk
Sadovoe	43.34119	46.77181	Avar
Kandauraul	43.3414	46.5664	Chechen
Bammatyurt	43.3442	46.6075	Chechen
Verkhnie achaluki	43.345475	44.70157	Ingush
Adzhimazhagatyurt	43.35055	46.50783	Kumyk
Akaro (Yazykovka)	43.352007	46.977198	Avar
Krasnostepnovskoe	43.352778	45.446678	Chechen
Gudermes	43.355278	46.099167	Chechen
Il'inovskaya	43.364167	45.95	Chechen
Aksay	43.3686	46.4461	Avar
Srednie achaluki	43.369898	44.733855	Ingush
Pyatiletka	43.37262	46.96553	Avar
Artsalu	43.375	47.20861	Lak
Novosasitli	43.38468	46.58564	Avar
Petropavlovskaya	43.386389	45.828889	Chechen
Abdurashid	43.38644	46.67183	Avar
Tsiab-Ichichali	43.38712	46.61917	Avar
Proletarskoe	43.3875	45.597222	Chechen
Kaziyurt	43.38808	47.03489	Karata
Gunyushki	43.393951	45.38172	Chechen
Darbankhi	43.3975	46.031944	Chechen
Kerla-yurt	43.399879	45.307771	Chechen
Geyrbek-yurt	43.400246	44.595955	Ingush
Pobedinskoe	43.400833	45.433056	Chechen
Nizhnie achaluki	43.400979	44.760661	Ingush
Chalo	43.40184	46.97071	Bagvalal
Pervomayskaya	43.401944	45.522778	Chechen
Druzhba	43.403333	45.6575	Chechen
Raduzhnoe	43.404981	45.397468	Chechen
Dolinskiy	43.405892	45.383715	Chechen
Sadovoe	43.408459	45.595744	Chechen
Khangish-yurt	43.413056	46.236111	Chechen
Nagornoe	43.417064	45.1803	Chechen
Azamat-yurt	43.418889	46.286111	Chechen
Umarotar	43.42388	46.69025	Chechen
Novosel'skoe	43.4275	46.4667	Chechen
Goryacheistochnenskaya	43.428611	45.774167	Chechen
Arkhida (Asel'der-otar)	43.429	46.78533	Avar
Kazmaaul	43.4306	46.7644	Kumyk
Moksob	43.434004	46.48603	Avar
Kemsiyurt	43.43439	46.43548	Chechen
Terechnoe	43.4358	46.4008	Avar
Sentukh	43.43724	46.89029	Avar
Braguny	43.44	46.096944	Kumyk
Kadyrotar	43.44099	46.65515	Chechen
Tolstoy-yurt	43.444444	45.778889	Chechen
Chervlyonnaya-uzlovaya	43.446667	45.976944	Chechen
Khamzayurt	43.4509	46.98475	Avar
Bartkhoy	43.453913	45.230875	Chechen
Nusi	43.45602	46.9706	Avar
Novogagatli	43.4561	46.4819	Andi
Akbulatyurt	43.45934	46.38598	Chechen
Adil'otar	43.4603	46.6761	Chechen
Kirpichkutan	43.46198	46.61053	Karata
Vinogradnoe	43.463333	45.861111	Kumyk
Tutlar	43.46703	46.68876	Chechen
Inkhelo (Novoe Inkhelo)	43.46797	46.61451	Karata
Psedakh	43.469167	44.568889	Ingush
Chagarotar	43.4692	46.5403	Kumyk
Staro-shhedrinskaya	43.469722	46.106667	Chechen
Sulevkent	43.470028	46.754764	Dargwa
Inarki	43.470756	44.541697	Ingush
Novyy redant	43.470833	44.801389	Ingush
Paraboch	43.47266	46.294588	Chechen
Mayskiy	43.473425	45.12623	Chechen
Khar'kovskoe	43.476667	46.333889	Chechen
Shagada	43.479	46.72585	Avar
Novoe Kheleturi	43.47958	46.784633	Avar
Sagopshi	43.480556	44.589722	Ingush
Novo-shhedrinskaya	43.485833	46.101389	Chechen
Tsiyab-Tsilitli (Novo-Tsilitli)	43.48694	46.67833	Avar
Novyy Borch	43.48722	47.04556	Rutul
Glavnyy-Kut	43.488244	47.443771	Lak
Shelkozavodskaya	43.491389	46.308056	Chechen
Indira	43.495013	46.80715	Karata
Akhtachikan	43.49528	47.11944	Avar
Zyazikov-yurt	43.495711	44.767656	Ingush
Kamyshkutan	43.500222	46.621832	Akhvakh
Chervlyonnaya	43.501389	45.883333	Chechen
Naberezhnyy	43.506683	45.787822	Chechen
Zebir-yurt	43.508333	45.357778	Chechen
Shelkovskaya	43.509167	46.327778	Chechen
Kobi	43.513056	46.244722	Chechen
Orlinoe	43.514868	45.109405	Chechen
Malgobek	43.516667	44.583333	Ingush
Yuzhnoe	43.51706	44.747915	Ingush
Dzerzhinskoe	43.5192	46.4731	Avar
Aki-yurt	43.519639	44.865097	Ingush
Kharib	43.520028	46.5541444	Avar
Komarovo	43.521389	45.0425	Chechen
Kazankulak	43.52334	47.13435	Rutul
Anduz	43.52361	46.87639	Karata
Pravoberezhnoe	43.524444	45.699722	Chechen
Grebenskaya	43.526667	46.369167	Chechen
Narysh	43.52692	46.69469	Avar
Gazgorodok	43.529071	45.69083	Chechen
Nikolaevskaya	43.531389	45.772222	Chechen
Utsmiyurt	43.5342	46.4703	Avar
Arussi (kutan)	43.53997	47.23676	Lak
Germenchik	43.5403	46.7256	Chechen
Voznesenskaya	43.542673	44.75334	Ingush
Kharazma (kutan)	43.5442	47.14727	Lak
Ken'-yurt	43.544444	45.512222	Chechen
Usad'ba goskhoza «mineral'nyy»	43.545966	45.326088	Chechen
Terskoe	43.551944	45.563611	Chechen
Gondokori	43.55252	46.89127	Avar
Novaya Kosa	43.553007	47.367407	Nogai
Voskresenovskoe	43.554722	46.385278	Chechen
Oraz-aul	43.556944	45.960278	Chechen
Kalaus	43.561111	45.098611	Chechen
Tatayurt	43.5619	46.9961	Chechen
Adil'-Yangiyurt	43.5633	46.5853	Kumyk
Orazgulaul	43.564682	47.344642	Nogai
Ibragimotar	43.56491	46.46879	Avar
Chankayurt	43.56935	46.56515	Chechen
Levoberezhnoe	43.570556	45.630556	Chechen
Shakhbulatotar	43.57167	46.70056	Nogai
Karshyga-aul	43.572778	46.17	Chechen
Gemetyube	43.5747	46.9014	Nogai
Luguvalu (kutan)	43.576019	47.285419	Lak
Kalinovskaya	43.576944	45.522222	Chechen
Tamazatyube	43.578224	47.159585	Nogai
Obil'nyy	43.578322	45.746836	Chechen
Podgornoe	43.583611	45.4425	Chechen
Novoe solkushino	43.587222	45.681944	Chechen
Sangar (kutan)	43.59215	47.1715	Lak
Yubileynoe	43.596298	45.641154	Chechen
Balasma (kutan)	43.59744	47.15083	Lak
Vezhariy	43.597558	44.57435	Ingush
Turshunay	43.6003	46.6642	Avar
Novokare	43.6011	46.9675	Avar
Babayurt	43.601403	46.783386	Avar
Novoterskoe	43.602222	45.589444	Chechen
Khamamatyurt	43.60809	46.5006	Kumyk
Meken-yurt	43.608611	45.405833	Chechen
Verkhniy naur	43.613611	45.2475	Chechen
Nadterechnoe	43.618611	45.338889	Chechen
Muzhukay	43.6283	46.9013	Kumyk
Savel'evskaya	43.630278	45.459722	Chechen
Ul'yanovskoe	43.630556	45.601389	Chechen
Yangylbay	43.63059	46.93654	Nogai
Khasanay	43.63109	46.70978	Kumyk
Starogladovskaya	43.635833	46.416389	Chechen
